STAID,LOCAL,DATES,TIMES,MEDIM,STYPE,SAMPL,LABNO,HUNIT,GUNIT,PRJCT,LATDD,LNGDD,CNTYC,DATTD,DATTM,GUERA,GUNNM,GUSER,GUSYS,HDATM,SALTD,SNAME,VDATM,MAJRIVBAS,WELLUSE,WELLCOMPIN,P00025,P00020,P00080,P62971,P00300,P00058,P00059,P00400,P00095,P00010,P72000,P72008,P72004,P84143,P84148,P84147,P84146,P70300,P00900,P00905,P00915,P00925,P00935,P00930,P39086,P00453,P71870,P00405,P00452,P00940,P00950,P71875,P71834,P00955,P00945,P00623,P71846,P00608,P00597,P00631,P71851,P00618,P71856,P00613,P00607,P00671,P00660,P00665,P00602,P00600,P50468,P99596,P31684,P31691,P84385,P31616,P31625,P61215,P78943,P31692,P50569,P99595,P31501,P61213,P84138,P01106,P01105,P01005,P01007,P01010,P01012,P01025,P01027,P01030,P01034,P01035,P01037,P01040,P01042,P01046,P01045,P01049,P01051,P01130,P01132,P01056,P01055,P71890,P71900,P01060,P01062,P01065,P01067,P01075,P01077,P01080,P01082,P01057,P01059,P01085,P01090,P01092,P01095,P01097,P82043,P01000,P01002,P01020,P01145,P01147,P32103,P34541,P34571,P50470,P39732,P38746,P82660,P62850,P04040,P04038,P50355,P49308,P50295,P61030,P62847,P61029,P49260,P49315,P61031,P62848,P50009,P46342,P49313,P49314,P49312,P34253,P39632,P65065,P82686,P50299,P82673,P50300,P61693,P38711,P04029,P49311,P04028,P49310,P82680,P49309,P82674,P61188,P50306,P04039,P49306,P38933,P82687,P49305,P04041,P04031,P49304,P82682,P63778,P63777,P63779,P63780,P62169,P62170,P39572,P38442,P49302,P39381,P62482,P61951,P61588,P49301,P04033,P82677,P49300,P82668,P82663,P82672,P49297,P62167,P62168,P62166,P62483,P61952,P62481,P61694,P38811,P04095,P63784,P63783,P64045,P63785,P50356,P50407,P61695,P39341,P38478,P82666,P39532,P38482,P38487,P50359,P38501,P49296,P82667,P61044,P61043,P39415,P82630,P61697,P82671,P61692,P82684,P49294,P50364,P49293,P49292,P38866,P34653,P39542,P82669,P82683,P82664,P49291,P04037,P62767,P62766,P04024,P82679,P82685,P51195,P49236,P50471,P38538,P82676,P62849,P38548,P04035,P50337,P82670,P82665,P04032,P82675,P82681,P82678,P49235,P82661,P34506,P77652,P34496,P34501,P34536,P34566,P34030,P32101,P67440,P50305,P34301,P77093,P32105,P34668,P34423,P81576,P81577,P34371,P68831,P85574,P78032,P50005,P85795,P00680,P77135,P32730,P77128,P50004,P34475,P32102,P34010,P34546,P32104,P39180,P34488,P32106,P90867,P90851,P39175,P01519,P63018,P03519,P85817,P76002,P82303,P75985,P07000,P22703,P28011
425044077395101,LV 637,20051103,0810,WG,9,00600341,3120017,041300030103,112SDGV,24570326B,42.84586111,-77.66391667,051,200511030810 EST,200511030810,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,1036,LV 637,NAVD88,Genesee,Production,Sand and Gravel,,,,,,,,,,,1036,119.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.016,<0.04,<0.02,,,<0.03,<0.08,,<0.008,<0.02,,,,,<0.028,,,,,<0.02,<0.022,<0.04,,<0.008,,,<0.02,,<0.022,<0.02,<0.01,<0.02,<0.03,,<0.02,,<0.016,,<0.02,<0.032,<0.04,<0.04,,,<0.02,,<0.01,<0.03,,,,,,,,,<0.04,<0.03,,,,,0.05,<0.01,,<0.02,,,,<0.02,,,,,,,<0.04,<0.02,,,,,,<0.04,<0.04,<0.020,,<0.01,,,<0.03,<0.01,<0.01,<0.010,<0.020,,,,,,<0.03,,<0.04,,<0.01,<0.04,<0.02,<0.01,<0.03,,,,,,<0.03,,,,,,,,<0.030,<0.010,<0.008,,,<0.02,,<0.038,<0.026,,<0.016,,,,<0.03,,,,,,,,,,,<0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424300077384601,LV 838,20051117,0900,WG,9,00600388,3220021,041300030102,341JVWF,24570326B,42.71747222,-77.64666667,051,200511170900 EST,200511170900,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1701,LV 838,NAVD88,Genesee,Domestic,Bedrock,,,2,,3.0,,,7.7,316,8.6,1701,130.00,,,,,,263,202,30,50.7,18.3,2.33,6.30,,,,6.7,,9.90,0.15,,,15.6,29.8,<0.10,<0.052,<0.04,,E0.05,E0.217,E0.049,<0.026,<0.008,<0.10,<0.02,<0.055,,<0.15,,,,<1,,,<5,,,23,,,,>200,,,,2.6,,79.4,,<0.06,,<0.040,,E0.02,,0.159,,3.1,E5.1,29.9,,0.94,,14.0,35.5,50.0,,<0.010,,3.58,,1.07,,<0.160,,167,,<0.18,,,E1,,<0.20,,,1.0,35,,<0.080,<0.2,<0.1,<0.1,,,,<0.0060,<0.02,<0.006,,,,,<0.02,<0.02,<0.02,<0.02,,<0.02,<0.02,<0.02,<0.02,,,,<0.0050,<0.007,,<0.050,,<0.010,,,,,,<0.0040,,<0.041,,<0.020,,,,,<0.0050,<0.006,,<0.018,,,<0.0030,<0.02,<0.02,<0.02,<0.02,<0.029,<0.012,<0.0050,,,<0.009,<0.02,<0.02,<0.02,,,<0.021,,<0.0040,<0.009,<0.005,,<0.013,<0.024,<0.016,<0.02,<0.02,<0.02,,,<0.0030,<0.02,<0.02,<0.02,<0.02,,,,<0.0040,,<0.035,<0.027,,,,,,<0.015,<0.02,<0.02,<0.02,<0.006,,<0.0030,,<0.007,,,,,,<0.003,<0.010,<0.0040,<0.022,<0.011,,<0.010,<0.02,<0.05,<0.02,<0.011,<0.023,,,,,<0.0040,<0.02,,<0.005,,<0.016,<0.034,,<0.017,<0.010,<0.0060,,<0.009,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,<1.0,<0.1,<4,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,,,,,26,640,,,,0.029
424300077384601,LV 838,20051117,0910,WG,9,00600389,3260090,041300030102,341JVWF,24570326B,42.71747222,-77.64666667,051,200511170910 EST,200511170910,Paleozoic,Java-West Falls Formation,Upper,Devonian,NAD83,1701,LV 838,NAVD88,Genesee,Domestic,Bedrock,,,,,,,,,,,1701,130.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.016,<0.04,<0.02,,,<0.03,<0.08,<0.032,<0.008,,,,,,<0.028,,,,,<0.02,<0.022,<0.04,,<0.008,,,<0.02,,<0.022,<0.02,<0.01,<0.02,<0.03,,<0.02,,<0.016,,<0.02,<0.032,<0.04,,,,<0.02,,<0.01,<0.03,,,,,,,,,<0.04,<0.03,,,,,<0.04,<0.01,,<0.02,,,,<0.02,,,,,,,<0.05,<0.02,,,,,,<0.04,<0.04,<0.020,,<0.01,,,<0.03,<0.01,<0.01,<0.010,<0.020,,,,,,<0.07,,<0.04,,<0.01,<0.04,<0.02,<0.01,<0.03,,,,,,<0.03,,,,,,,,<0.030,<0.010,<0.008,,,<0.02,,<0.091,<0.026,,<0.016,,,,<0.03,,,,,,,,,,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425341077411201,LV 847,20060316,0900,WG,9,00601129,0760035,041300030103,344HMLN,24570326B,42.89433333,-77.68691667,051,200603160900 EST,200603160900,Paleozoic,Hamilton Group,Middle,Devonian,NAD83,886,LV 847,NAVD88,Genesee,Domestic,Bedrock,,,5,,2.8,,,7.3,336,8.7,886,100.00,,,,,,289,206,,44.3,23.1,3.63,32.5,,,,27,,4.96,0.63,,,12.2,6.30,2.0,2.32,1.81,,E0.03,E0.142,E0.032,<0.026,<0.008,0.21,0.04,0.110,,E2.0,,,,<1,,,<5,,,115,,,,<1,,,,12.4,,118,,<0.06,,<0.040,,0.08,,0.218,,1.5,78.2,336,,3.27,,32.1,6.86,7.28,,<0.010,,0.35,,1.24,,<0.160,,2090,,<0.18,,,E2,,E0.10,,,0.15,913,,<0.080,<0.2,<0.1,<0.1,,,,<0.0060,<0.02,<0.006,,,,,<0.02,<0.02,<0.02,<0.02,,<0.02,<0.02,<0.02,<0.02,,,,<0.0050,<0.007,,<0.050,,<0.010,,,,,,<0.0040,,<0.041,,<0.020,,,,,<0.0050,<0.006,,<0.018,,,<0.0030,<0.02,<0.02,<0.02,<0.02,<0.029,<0.012,<0.0050,,,<0.009,<0.02,<0.02,<0.02,,,<0.021,,<0.0040,<0.009,<0.005,,<0.013,<0.024,<0.016,<0.02,<0.02,<0.02,,,<0.0030,<0.02,<0.02,<0.02,<0.02,,,,<0.0040,,<0.035,<0.027,,,,,,<0.015,<0.02,<0.02,<0.02,<0.006,,<0.0030,,<0.007,,,,,,<0.003,<0.010,<0.0040,<0.022,<0.011,,<0.010,<0.02,<0.05,<0.02,<0.011,<0.023,,,,,<0.0040,<0.02,,<0.005,,<0.016,<0.034,,<0.017,<0.010,<0.0060,,<0.009,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,3.6,<0.2,<0.2,1.1,<0.1,<4,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,,,,,24,550,,,,0.030
425341077411201,LV 847,20060316,0910,WG,9,00601130,0800038,041300030103,344HMLN,24570326B,42.89433333,-77.68691667,051,200603160910 EST,200603160910,Paleozoic,Hamilton Group,Middle,Devonian,NAD83,886,LV 847,NAVD88,Genesee,Domestic,Bedrock,,,,,,,,,,,886,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.016,<0.04,<0.02,,,<0.03,<0.08,<0.032,<0.008,,,,,,<0.028,,,,,<0.02,<0.022,<0.04,,<0.008,,,<0.02,,<0.022,<0.02,<0.01,<0.02,<0.03,,<0.02,,<0.016,,<0.02,<0.032,<0.04,,,,<0.02,,<0.01,<0.03,,,,,,,,,<0.04,<0.03,,,,,<0.04,<0.01,,<0.02,,,,<0.02,,,,,,,<0.04,<0.02,,,,,,<0.04,<0.04,<0.020,,<0.01,,,<0.03,<0.01,<0.01,<0.010,<0.020,,,,,,<0.07,,<0.04,,<0.01,<0.04,<0.02,<0.01,<0.03,,,,,,<0.03,,,,,,,,<0.030,<0.010,<0.008,,,<0.02,,<0.091,<0.026,,<0.016,,,,<0.03,,,,,,,,,,,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425040077484701,LV 865,20060208,1200,WG,9,00600924,0400058,041300030502,112SDGV,24570326B,42.84372222,-77.80063889,051,200602081200 EST,200602081200,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,672,LV 865,NAVD88,Genesee,Domestic,Sand and Gravel,,,<1,,<0.2,,,6.7,2750,9.3,672,102.00,,,,,,2510,1740,1220,373,197,3.25,102,,,,206,,20.8,0.27,,,21.3,1270,0.13,0.059,0.05,,<0.06,<0.266,<0.060,<0.026,<0.008,0.08,<0.02,<0.055,,<0.19,,,,<1,,,<5,,,4,,,,<1,,,,E2.2,,34.9,,<0.12,,<0.080,,0.19,,4.63,,15.5,678,680,,0.72,,63.3,304,304,,<0.010,,0.73,,7.01,,<0.320,,2420,,<0.36,,,11,,<0.40,,,0.88,103,,0.120,<0.2,<0.1,<0.1,,,,<0.0060,<0.02,<0.006,,,,,<0.02,<0.02,<0.02,<0.02,,<0.02,<0.02,<0.02,<0.02,,,,<0.0050,<0.007,,<0.050,,<0.010,,,,,,<0.0040,,<0.041,,<0.020,,,,,<0.0050,<0.006,,<0.018,,,<0.0030,<0.02,<0.02,<0.02,<0.02,<0.029,<0.012,<0.0050,,,<0.009,<0.02,<0.02,<0.02,,,<0.021,,<0.0040,<0.009,<0.005,,<0.013,<0.024,<0.016,<0.02,<0.02,<0.02,,,<0.0030,<0.02,<0.02,<0.02,<0.02,,,,<0.0040,,<0.035,<0.027,,,,,,<0.015,<0.02,<0.02,<0.02,<0.006,,<0.0030,,<0.007,,,,,,<0.003,<0.010,<0.0040,<0.022,<0.011,,<0.010,<0.02,<0.05,<0.02,<0.011,<0.023,,,,,<0.0040,<0.02,,<0.005,,<0.016,<0.034,,<0.017,<0.010,<0.0060,,<0.009,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,1.2,<0.1,<4,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,,,,,19,210,,,,13.4
425040077484701,LV 865,20060208,1210,WG,9,00600925,0410131,041300030502,112SDGV,24570326B,42.84372222,-77.80063889,051,200602081210 EST,200602081210,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,672,LV 865,NAVD88,Genesee,Domestic,Sand and Gravel,,,,,,,,,,,672,102.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.016,<0.04,<0.02,,,<0.03,<0.08,,<0.008,,,,,,<0.028,,,,,<0.02,<0.022,<0.04,,<0.008,,,<0.02,,<0.022,<0.02,<0.01,<0.02,<0.03,,<0.02,,<0.016,,<0.02,<0.032,<0.04,,,,<0.02,,<0.01,<0.03,,,,,,,,,<0.04,<0.03,,,,,<0.04,<0.01,,<0.02,,,,<0.02,,,,,,,<0.04,<0.02,,,,,,<0.04,<0.04,<0.020,,<0.01,,,<0.03,<0.01,<0.01,<0.010,<0.020,,,,,,<0.07,,<0.04,,<0.01,<0.04,<0.02,<0.01,<0.03,,,,,,<0.03,,,,,,,,<0.030,<0.010,<0.008,,,<0.02,,<0.091,<0.026,,<0.016,,,,<0.03,,,,,,,,,,,<0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424352077555201,LV 905,20051109,0900,WG,9,00600330,3140019,041300021005,341GENS,24570326B,42.72402778,-77.93616667,051,200511090900 EST,200511090900,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,947,LV 905,NAVD88,Genesee,Domestic,Bedrock,,,5,,<0.2,,,7.7,880,12.2,947,205.00,,,,,,543,79.6,,24.3,4.58,3.43,173,,,,14,,72.0,0.36,,,8.91,<0.18,1.8,2.18,1.69,,<0.06,<0.266,<0.060,<0.026,<0.008,0.08,<0.02,<0.055,,<1.8,,,,<1,,,5,,,131,,,,>500,,,,8.9,,208,,<0.06,,<0.040,,0.07,,0.080,,1.5,338,382,,0.34,,221,49.1,45.6,,<0.010,,<0.20,,0.69,,<0.160,,752,,<0.18,,,18,,<0.20,,,<0.12,818,,<0.080,<0.2,<0.1,<0.1,,,,<0.0060,<0.02,<0.006,,,,,<0.02,<0.02,<0.02,<0.02,,<0.02,<0.02,<0.02,<0.02,,,,<0.0050,<0.007,,<0.050,,<0.010,,,,,,<0.0040,,<0.041,,<0.020,,,,,<0.0050,<0.006,,<0.018,,,<0.0030,<0.02,<0.02,<0.02,<0.02,<0.029,<0.012,<0.0050,,,<0.009,<0.02,<0.02,<0.02,,,<0.021,,<0.0040,<0.009,<0.005,,<0.013,<0.024,<0.016,<0.02,<0.02,<0.02,,,<0.0030,<0.02,<0.02,<0.02,<0.02,,,,<0.0040,,<0.035,<0.027,,,,,,<0.015,<0.02,<0.02,<0.02,<0.006,,<0.0030,,<0.007,,,,,,<0.003,<0.010,<0.0040,<0.022,<0.011,,<0.010,<0.02,<0.05,<0.02,<0.011,<0.023,,,,,<0.0040,<0.02,,<0.005,,<0.016,<0.034,,<0.017,<0.010,<0.0060,,<0.009,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,<1.0,<0.1,<4,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,,,,,22,390,,,,<0.012
424352077555201,LV 905,20051109,0910,WG,9,00600331,3190081,041300021005,341GENS,24570326B,42.72402778,-77.93616667,051,200511090910 EST,200511090910,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,947,LV 905,NAVD88,Genesee,Domestic,Bedrock,,,,,,,,,,,947,205.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.016,<0.04,<0.02,,,<0.03,<0.08,,<0.008,<0.02,,,,,<0.028,,,,,<0.02,<0.022,<0.04,,<0.008,,,<0.02,,<0.022,<0.02,<0.01,<0.02,<0.03,,<0.02,,<0.016,,<0.02,<0.032,<0.04,<0.04,,,<0.02,,<0.01,<0.03,,,,,,,,,,<0.03,,,,,<0.04,<0.01,,<0.02,,,,<0.02,,,,,,,<0.04,<0.02,,,,,,<0.04,<0.04,<0.020,,<0.01,,,<0.03,<0.01,<0.01,<0.010,<0.020,,,,,,,,<0.04,,<0.01,<0.04,<0.02,<0.01,<0.03,,,,,,<0.03,,,,,,,,<0.030,<0.010,<0.008,,,<0.02,,<0.038,<0.026,,<0.016,,,,<0.03,,,,,,,,,,,<0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424629077552101,LV1110,20100928,0900,WG,9,01002157,2740116,041300030501,341GENS,24570326J,42.77477778,-77.92244444,051,201009280900 EST,201009280900,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,848,LV1110,NGVD29,Genesee,Domestic,Bedrock,,,<1,0.3,1.6,,,7.3,948,16.9,848,72.00,,,,,,529,428,112,103,41.7,2.92,21.5,,,,32.1,,88.9,0.22,,,21.2,51.8,0.57,0.743,0.58,23.00,<0.04,<0.177,<0.040,<0.007,<0.002,,0.013,0.040,,<0.61,,,,,<1,,,,<1,,9,,,,<1,,,454,,234,,E0.02,,E0.034,,<0.42,,0.46,,1610,1850,3710,,10.4,,23.0,47.6,71.9,,<0.010,,0.26,,1.5,,0.113,,1310,,<0.12,,,71.4,,<0.36,0.7670,,1.8,100,,<0.100,<0.2,<0.1,<0.1,,,,<0.0060,,<0.014,,,,,,,,<0.010,,,,,<0.008,,,,<0.0040,<0.007,,<0.120,,<0.014,,,,,,<0.0040,,<0.060,,<0.060,,,,,<0.0100,<0.014,,<0.022,,,<0.0076,,,,,<0.029,<0.012,<0.0050,,,<0.009,,,,,,<0.040,,<0.0020,<0.006,<0.016,,<0.013,<0.024,<0.018,,,,,,<0.0044,,,,,,,,<0.0040,,<0.060,<0.016,,,,,,<0.008,,,<0.014,<0.012,,<0.0026,,<0.008,,,,,,<0.002,<0.020,<0.0160,<0.012,<0.020,,<0.012,,,<0.006,<0.010,<0.020,,,,,<0.0036,,,<0.006,,<0.028,<0.024,,<0.018,<0.016,<0.0060,,<0.018,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,1.43,<0.2,<0.2,<0.2,2.9,<0.1,,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,R-0.1,,,3.6,,236,,,,0.040
424629077552101,LV1110,20100928,0901,WG,9,01002489,,041300030501,341GENS,,42.77477778,-77.92244444,051,201009280901 EST,201009280901,Paleozoic,Genesee Formation,Upper,Devonian,NAD83,848,LV1110,NGVD29,Genesee,Domestic,Bedrock,,,,0.3,,,,,,,848,72.00,,,,,,,,,,,,,,,,31.9,,,,,,,,,,,22.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430221077524001,MO 1402,20101103,1300,WG,9,01100258,3080016,041300030605,351CMLS,24570326J,43.03933333,-77.87808333,055,201011031300 EST,201011031300,Paleozoic,Camillus Shale,Upper,Silurian,NAD83,639,MO 1402,NGVD29,Genesee,Domestic,Bedrock,,,2,0.3,0.4,,,7.4,2330,13.2,639,73.00,,,,,,2240,1470,1220,505,49.6,17.5,51.1,,,,40.4,,45.3,0.36,,,12.9,1290,1.1,1.29,1.00,27.93,<0.02,<0.081,<0.018,0.005,0.002,0.14,0.010,0.030,,<1.2,,,,,<1,,,,<1,,48,,,,4,,,<16.8,,12.6,,<0.12,,<0.300,,<1.3,,<0.12,,4.3,6380,6180,,<0.22,,55.2,69.1,72.1,,<0.005,,1.05,,1.2,,<0.090,,12200,,<0.36,,,<14.4,,<1.08,0.7810,,13.3,2550,,<0.300,<0.2,<0.1,<0.1,,,,<0.0060,,<0.006,,,,,,,,<0.010,,,,,<0.008,,,,<0.0040,<0.008,,<0.120,,<0.014,,,,,,<0.0040,,<0.060,,<0.060,,,,,<0.0036,<0.010,,<0.022,,,<0.0076,,,,,<0.029,<0.012,<0.0060,,,<0.008,,,,,,<0.040,,<0.0056,<0.006,<0.016,,<0.012,<0.024,<0.018,,,,,,<0.0048,,,,,,,,<0.0040,,<0.060,<0.016,,,,,,<0.008,,,<0.014,<0.012,,<0.0040,,<0.008,,,,,,<0.002,<0.020,<0.0160,<0.012,<0.020,,<0.012,,,<0.006,<0.010,<0.020,,,,,<0.0036,,,<0.006,,<0.028,<0.024,,<0.018,<0.016,<0.0046,,<0.018,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,0.0040,<0.2,<0.2,<0.2,0.7,<0.1,,<0.1,<0.1,<0.1,<0.2,0.1,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,R1,,,18.4,,380,,,,0.112
430221077524001,MO 1402,20101103,1301,WG,9,01102783,,041300030605,351CMLS,,43.03933333,-77.87808333,055,201011031301 EST,201011031301,Paleozoic,Camillus Shale,Upper,Silurian,NAD83,639,MO 1402,NGVD29,Genesee,Domestic,Bedrock,,,,0.3,,,,,,,639,73.00,,,,,,,,,,,,,,,,33.6,,,,,,,,,,,28.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430049077362701,MO 1524,20060208,0900,WG,9,00600922,0400057,041300030302,351VRNN,24570326B,43.01238889,-77.60777778,055,200602080900 EST,200602080900,Paleozoic,Vernon Shale,Upper,Silurian,NAD83,641,MO 1524,NAVD88,Genesee,Domestic,Bedrock,,,8,,0.3,,,7.0,2500,8.9,641,260,,,,,,2460,1540,1380,531,51.8,5.32,32.5,,,,32,,6.32,0.68,,,14.3,1470,0.28,0.348,0.27,,<0.06,<0.266,<0.060,<0.026,<0.008,0.01,<0.02,<0.055,,<0.34,,,,<1,,,<5,,,2,,,,<1,,,,E1.1,,7.09,,<0.06,,<0.040,,0.17,,1.33,,8.5,2010,2190,,0.08,,42.0,73.2,72.0,,<0.010,,1.57,,9.21,,<0.160,,10700,,<0.18,,,7,,E0.12,,,0.88,529,,0.160,<0.2,<0.1,<0.1,,,,<0.0060,<0.02,<0.006,,,,,<0.02,<0.02,<0.02,<0.02,,<0.02,<0.02,<0.02,<0.02,,,,<0.0050,<0.007,,<0.050,,<0.010,,,,,,<0.0040,,<0.041,,<0.020,,,,,<0.0050,<0.006,,<0.018,,,<0.0030,<0.02,<0.02,<0.02,<0.02,<0.029,<0.012,<0.0050,,,<0.009,<0.02,<0.02,<0.02,,,<0.021,,<0.0040,<0.009,<0.005,,<0.013,<0.024,<0.016,<0.02,<0.02,<0.02,,,<0.0030,<0.02,<0.02,<0.02,<0.02,,,,<0.0040,,<0.035,<0.027,,,,,,<0.015,<0.02,<0.02,<0.02,<0.006,,<0.0030,,<0.007,,,,,,<0.003,<0.010,<0.0040,<0.022,<0.011,,<0.010,<0.02,<0.05,<0.02,<0.011,<0.023,,,,,<0.0040,<0.02,,<0.005,,<0.016,<0.034,,<0.017,<0.010,<0.0060,,<0.009,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,<1.0,<0.1,<4,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,,,,,25,520,,,,0.239
430049077362701,MO 1524,20060208,0910,WG,9,00600923,0410129,041300030302,351VRNN,24570326B,43.01238889,-77.60777778,055,200602080910 EST,200602080910,Paleozoic,Vernon Shale,Upper,Silurian,NAD83,641,MO 1524,NAVD88,Genesee,Domestic,Bedrock,,,,,,,,,,,641,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.016,<0.04,<0.02,,,<0.03,<0.08,,<0.008,,,,,,<0.028,,,,,<0.02,<0.022,<0.04,,<0.008,,,<0.02,,<0.022,<0.02,<0.01,<0.02,<0.03,,<0.02,,<0.016,,<0.02,<0.032,<0.04,,,,<0.02,,<0.01,<0.03,,,,,,,,,<0.04,<0.03,,,,,<0.04,<0.01,,<0.02,,,,<0.02,,,,,,,<0.04,<0.02,,,,,,<0.04,M,<0.020,,<0.01,,,<0.03,<0.01,<0.01,<0.010,<0.020,,,,,,<0.07,,<0.04,,<0.01,<0.04,<0.02,<0.01,<0.03,,,,,,<0.03,,,,,,,,<0.030,<0.010,<0.008,,,<0.02,,<0.091,<0.026,,<0.016,,,,<0.03,,,,,,,,,,,E0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
